Freq.	V(vout)	V(n003)
1.00000000000000e-002	(-8.12286430501306e+001dB,1.79440309095997e+002°)	(-8.12286430501305e+001dB,1.79440316295997e+002°)
1.02329299228075e-002	(-8.08286270308038e+001dB,1.79427273735675e+002°)	(-8.08286270308038e+001dB,1.79427281103384e+002°)
1.04712854805090e-002	(-8.04286102566021e+001dB,1.79413934568316e+002°)	(-8.04286102566020e+001dB,1.79413942107642e+002°)
1.07151930523761e-002	(-8.00285926919578e+001dB,1.79400284511306e+002°)	(-8.00285926919578e+001dB,1.79400292226245e+002°)
1.09647819614318e-002	(-7.96285742996287e+001dB,1.79386316316474e+002°)	(-7.96285742996286e+001dB,1.79386324211117e+002°)
1.12201845430196e-002	(-7.92285550406177e+001dB,1.79372022566203e+002°)	(-7.92285550406176e+001dB,1.79372030644736e+002°)
1.14815362149688e-002	(-7.88285348740912e+001dB,1.79357395669440e+002°)	(-7.88285348740911e+001dB,1.79357403936146e+002°)
1.17489755493953e-002	(-7.84285137572922e+001dB,1.79342427857610e+002°)	(-7.84285137572921e+001dB,1.79342436316872e+002°)
1.20226443461741e-002	(-7.80284916454498e+001dB,1.79327111180439e+002°)	(-7.80284916454497e+001dB,1.79327119836743e+002°)
1.23026877081238e-002	(-7.76284684916848e+001dB,1.79311437501666e+002°)	(-7.76284684916847e+001dB,1.79311446359601e+002°)
1.25892541179417e-002	(-7.72284442469095e+001dB,1.79295398494660e+002°)	(-7.72284442469094e+001dB,1.79295407558923e+002°)
1.28824955169313e-002	(-7.68284188597254e+001dB,1.79278985637928e+002°)	(-7.68284188597252e+001dB,1.79278994913325e+002°)
1.31825673855641e-002	(-7.64283922763123e+001dB,1.79262190210511e+002°)	(-7.64283922763122e+001dB,1.79262199701960e+002°)
1.34896288259165e-002	(-7.60283644403165e+001dB,1.79245003287272e+002°)	(-7.60283644403163e+001dB,1.79245012999804e+002°)
1.38038426460288e-002	(-7.56283352927300e+001dB,1.79227415734068e+002°)	(-7.56283352927299e+001dB,1.79227425672835e+002°)
1.41253754462275e-002	(-7.52283047717664e+001dB,1.79209418202809e+002°)	(-7.52283047717663e+001dB,1.79209428373079e+002°)
1.44543977074593e-002	(-7.48282728127301e+001dB,1.79191001126383e+002°)	(-7.48282728127300e+001dB,1.79191011533550e+002°)
1.47910838816821e-002	(-7.44282393478792e+001dB,1.79172154713477e+002°)	(-7.44282393478791e+001dB,1.79172165363058e+002°)
1.51356124843621e-002	(-7.40282043062824e+001dB,1.79152868943251e+002°)	(-7.40282043062823e+001dB,1.79152879840892e+002°)
1.54881661891248e-002	(-7.36281676136689e+001dB,1.79133133559893e+002°)	(-7.36281676136688e+001dB,1.79133144711373e+002°)
1.58489319246111e-002	(-7.32281291922715e+001dB,1.79112938067039e+002°)	(-7.32281291922713e+001dB,1.79112949478270e+002°)
1.62181009735893e-002	(-7.28280889606620e+001dB,1.79092271722049e+002°)	(-7.28280889606618e+001dB,1.79092283399081e+002°)
1.65958690743756e-002	(-7.24280468335790e+001dB,1.79071123530148e+002°)	(-7.24280468335788e+001dB,1.79071135479174e+002°)
1.69824365246174e-002	(-7.20280027217480e+001dB,1.79049482238419e+002°)	(-7.20280027217478e+001dB,1.79049494465773e+002°)
1.73780082874937e-002	(-7.16279565316926e+001dB,1.79027336329644e+002°)	(-7.16279565316924e+001dB,1.79027348841810e+002°)
1.77827941003892e-002	(-7.12279081655369e+001dB,1.79004674015995e+002°)	(-7.12279081655367e+001dB,1.79004686819607e+002°)
1.81970085860998e-002	(-7.08278575207986e+001dB,1.78981483232566e+002°)	(-7.08278575207984e+001dB,1.78981496334412e+002°)
1.86208713666287e-002	(-7.04278044901730e+001dB,1.78957751630737e+002°)	(-7.04278044901727e+001dB,1.78957765037765e+002°)
1.90546071796325e-002	(-7.00277489613060e+001dB,1.78933466571385e+002°)	(-7.00277489613058e+001dB,1.78933480290702e+002°)
1.94984459975804e-002	(-6.96276908165572e+001dB,1.78908615117902e+002°)	(-6.96276908165569e+001dB,1.78908629156783e+002°)
1.99526231496888e-002	(-6.92276299327511e+001dB,1.78883184029057e+002°)	(-6.92276299327508e+001dB,1.78883198394945e+002°)
2.04173794466953e-002	(-6.88275661809180e+001dB,1.78857159751662e+002°)	(-6.88275661809177e+001dB,1.78857174452175e+002°)
2.08929613085404e-002	(-6.84274994260209e+001dB,1.78830528413055e+002°)	(-6.84274994260206e+001dB,1.78830543455988e+002°)
2.13796208950223e-002	(-6.80274295266716e+001dB,1.78803275813393e+002°)	(-6.80274295266713e+001dB,1.78803291206720e+002°)
2.18776162394955e-002	(-6.76273563348319e+001dB,1.78775387417738e+002°)	(-6.76273563348316e+001dB,1.78775403169621e+002°)
2.23872113856834e-002	(-6.72272796955019e+001dB,1.78746848347946e+002°)	(-6.72272796955016e+001dB,1.78746864466739e+002°)
2.29086765276777e-002	(-6.68271994463931e+001dB,1.78717643374344e+002°)	(-6.68271994463928e+001dB,1.78717659868592e+002°)
2.34422881531992e-002	(-6.64271154175869e+001dB,1.78687756907184e+002°)	(-6.64271154175865e+001dB,1.78687773785631e+002°)
2.39883291901949e-002	(-6.60270274311761e+001dB,1.78657172987876e+002°)	(-6.60270274311757e+001dB,1.78657190259473e+002°)
2.45470891568503e-002	(-6.56269353008909e+001dB,1.78625875279992e+002°)	(-6.56269353008905e+001dB,1.78625892953896e+002°)
2.51188643150958e-002	(-6.52268388317068e+001dB,1.78593847060027e+002°)	(-6.52268388317064e+001dB,1.78593865145609e+002°)
2.57039578276886e-002	(-6.48267378194339e+001dB,1.78561071207916e+002°)	(-6.48267378194334e+001dB,1.78561089714766e+002°)
2.63026799189538e-002	(-6.44266320502878e+001dB,1.78527530197297e+002°)	(-6.44266320502873e+001dB,1.78527549135227e+002°)
2.69153480392691e-002	(-6.40265213004404e+001dB,1.78493206085506e+002°)	(-6.40265213004399e+001dB,1.78493225464557e+002°)
2.75422870333816e-002	(-6.36264053355490e+001dB,1.78458080503311e+002°)	(-6.36264053355485e+001dB,1.78458100333758e+002°)
2.81838293126445e-002	(-6.32262839102645e+001dB,1.78422134644353e+002°)	(-6.32262839102640e+001dB,1.78422154936710e+002°)
2.88403150312660e-002	(-6.28261567677165e+001dB,1.78385349254308e+002°)	(-6.28261567677160e+001dB,1.78385370019334e+002°)
2.95120922666638e-002	(-6.24260236389739e+001dB,1.78347704619741e+002°)	(-6.24260236389733e+001dB,1.78347725868447e+002°)
3.01995172040201e-002	(-6.20258842424808e+001dB,1.78309180556656e+002°)	(-6.20258842424802e+001dB,1.78309202300308e+002°)
3.09029543251359e-002	(-6.16257382834672e+001dB,1.78269756398719e+002°)	(-6.16257382834665e+001dB,1.78269778648846e+002°)
3.16227766016838e-002	(-6.12255854533303e+001dB,1.78229410985153e+002°)	(-6.12255854533297e+001dB,1.78229433753552e+002°)
3.23593656929628e-002	(-6.08254254289895e+001dB,1.78188122648287e+002°)	(-6.08254254289888e+001dB,1.78188145947030e+002°)
3.31131121482591e-002	(-6.04252578722097e+001dB,1.78145869200745e+002°)	(-6.04252578722089e+001dB,1.78145893042186e+002°)
3.38844156139202e-002	(-6.00250824288943e+001dB,1.78102627922272e+002°)	(-6.00250824288935e+001dB,1.78102652319051e+002°)
3.46736850452531e-002	(-5.96248987283453e+001dB,1.78058375546168e+002°)	(-5.96248987283444e+001dB,1.78058400511221e+002°)
3.54813389233575e-002	(-5.92247063824895e+001dB,1.78013088245330e+002°)	(-5.92247063824886e+001dB,1.78013113791894e+002°)
3.63078054770101e-002	(-5.88245049850685e+001dB,1.77966741617875e+002°)	(-5.88245049850676e+001dB,1.77966767759495e+002°)
3.71535229097172e-002	(-5.84242941107921e+001dB,1.77919310672340e+002°)	(-5.84242941107912e+001dB,1.77919337422877e+002°)
3.80189396320561e-002	(-5.80240733144523e+001dB,1.77870769812430e+002°)	(-5.80240733144513e+001dB,1.77870797186067e+002°)
3.89045144994280e-002	(-5.76238421299964e+001dB,1.77821092821303e+002°)	(-5.76238421299954e+001dB,1.77821120832553e+002°)
3.98107170553497e-002	(-5.72236000695587e+001dB,1.77770252845374e+002°)	(-5.72236000695576e+001dB,1.77770281509091e+002°)
4.07380277804112e-002	(-5.68233466224466e+001dB,1.77718222377620e+002°)	(-5.68233466224455e+001dB,1.77718251709000e+002°)
4.16869383470335e-002	(-5.64230812540810e+001dB,1.77664973240351e+002°)	(-5.64230812540798e+001dB,1.77665003254946e+002°)
4.26579518801592e-002	(-5.60228034048880e+001dB,1.77610476567449e+002°)	(-5.60228034048868e+001dB,1.77610507281174e+002°)
4.36515832240165e-002	(-5.56225124891408e+001dB,1.77554702786032e+002°)	(-5.56225124891395e+001dB,1.77554734215172e+002°)
4.46683592150962e-002	(-5.52222078937478e+001dB,1.77497621597527e+002°)	(-5.52222078937464e+001dB,1.77497653758745e+002°)
4.57088189614874e-002	(-5.48218889769866e+001dB,1.77439201958125e+002°)	(-5.48218889769851e+001dB,1.77439234868475e+002°)
4.67735141287197e-002	(-5.44215550671799e+001dB,1.77379412058596e+002°)	(-5.44215550671784e+001dB,1.77379445735526e+002°)
4.78630092322637e-002	(-5.40212054613122e+001dB,1.77318219303422e+002°)	(-5.40212054613106e+001dB,1.77318253764788e+002°)
4.89778819368445e-002	(-5.36208394235833e+001dB,1.77255590289231e+002°)	(-5.36208394235817e+001dB,1.77255625553306e+002°)
5.01187233627271e-002	(-5.32204561838976e+001dB,1.77191490782498e+002°)	(-5.32204561838959e+001dB,1.77191526867979e+002°)
5.12861383991364e-002	(-5.28200549362837e+001dB,1.77125885696470e+002°)	(-5.28200549362819e+001dB,1.77125922622490e+002°)
5.24807460249771e-002	(-5.24196348372457e+001dB,1.77058739067289e+002°)	(-5.24196348372438e+001dB,1.77058776853427e+002°)
5.37031796370252e-002	(-5.20191950040385e+001dB,1.76990014029270e+002°)	(-5.20191950040366e+001dB,1.76990052695559e+002°)
5.49540873857623e-002	(-5.16187345128675e+001dB,1.76919672789292e+002°)	(-5.16187345128654e+001dB,1.76919712356234e+002°)
5.62341325190348e-002	(-5.12182523970076e+001dB,1.76847676600268e+002°)	(-5.12182523970054e+001dB,1.76847717088843e+002°)
5.75439937337156e-002	(-5.08177476448392e+001dB,1.76773985733636e+002°)	(-5.08177476448369e+001dB,1.76774027165312e+002°)
5.88843655355588e-002	(-5.04172191977973e+001dB,1.76698559450834e+002°)	(-5.04172191977949e+001dB,1.76698601847578e+002°)
6.02559586074356e-002	(-5.00166659482302e+001dB,1.76621355973696e+002°)	(-5.00166659482277e+001dB,1.76621399357987e+002°)
6.16595001861481e-002	(-4.96160867371646e+001dB,1.76542332453729e+002°)	(-4.96160867371619e+001dB,1.76542376848569e+002°)
6.30957344480192e-002	(-4.92154803519722e+001dB,1.76461444940198e+002°)	(-4.92154803519695e+001dB,1.76461490369127e+002°)
6.45654229034654e-002	(-4.88148455239365e+001dB,1.76378648346975e+002°)	(-4.88148455239336e+001dB,1.76378694834079e+002°)
6.60693448007594e-002	(-4.84141809257119e+001dB,1.76293896418062e+002°)	(-4.84141809257089e+001dB,1.76293943987991e+002°)
6.76082975391980e-002	(-4.80134851686750e+001dB,1.76207141691750e+002°)	(-4.80134851686719e+001dB,1.76207190369724e+002°)
6.91830970918935e-002	(-4.76127568001619e+001dB,1.76118335463305e+002°)	(-4.76127568001587e+001dB,1.76118385275135e+002°)
7.07945784384136e-002	(-4.72119943005872e+001dB,1.76027427746135e+002°)	(-4.72119943005838e+001dB,1.76027478718232e+002°)
7.24435960074988e-002	(-4.68111960804409e+001dB,1.75934367231333e+002°)	(-4.68111960804373e+001dB,1.75934419390722e+002°)
7.41310241300916e-002	(-4.64103604771590e+001dB,1.75839101245506e+002°)	(-4.64103604771552e+001dB,1.75839154619844e+002°)
7.58577575029182e-002	(-4.60094857518629e+001dB,1.75741575706818e+002°)	(-4.60094857518589e+001dB,1.75741630324403e+002°)
7.76247116628690e-002	(-4.56085700859626e+001dB,1.75641735079110e+002°)	(-4.56085700859584e+001dB,1.75641790968902e+002°)
7.94328234724279e-002	(-4.52076115776207e+001dB,1.75539522324019e+002°)	(-4.52076115776164e+001dB,1.75539579515651e+002°)
8.12830516164097e-002	(-4.48066082380707e+001dB,1.75434878850966e+002°)	(-4.48066082380662e+001dB,1.75434937374764e+002°)
8.31763771102669e-002	(-4.44055579877861e+001dB,1.75327744464894e+002°)	(-4.44055579877813e+001dB,1.75327804351886e+002°)
8.51138038202374e-002	(-4.40044586524955e+001dB,1.75218057311617e+002°)	(-4.40044586524905e+001dB,1.75218118593556e+002°)
8.70963589956078e-002	(-4.36033079590391e+001dB,1.75105753820651e+002°)	(-4.36033079590339e+001dB,1.75105816530029e+002°)
8.91250938133743e-002	(-4.32021035310616e+001dB,1.74990768645370e+002°)	(-4.32021035310562e+001dB,1.74990832815437e+002°)
9.12010839355907e-002	(-4.28008428845375e+001dB,1.74873034600329e+002°)	(-4.28008428845318e+001dB,1.74873100265109e+002°)
9.33254300796988e-002	(-4.23995234231252e+001dB,1.74752482595580e+002°)	(-4.23995234231192e+001dB,1.74752549789890e+002°)
9.54992586021433e-002	(-4.19981424333436e+001dB,1.74629041567801e+002°)	(-4.19981424333374e+001dB,1.74629110327267e+002°)
9.77237220955808e-002	(-4.15966970795699e+001dB,1.74502638408040e+002°)	(-4.15966970795633e+001dB,1.74502708769120e+002°)
9.99999999999997e-002	(-4.11951843988527e+001dB,1.74373197885870e+002°)	(-4.11951843988459e+001dB,1.74373269885870e+002°)
1.02329299228075e-001	(-4.07936012955390e+001dB,1.74240642569721e+002°)	(-4.07936012955318e+001dB,1.74240716246817e+002°)
1.04712854805090e-001	(-4.03919445357101e+001dB,1.74104892743167e+002°)	(-4.03919445357026e+001dB,1.74104968136422e+002°)
1.07151930523760e-001	(-3.99902107414263e+001dB,1.73965866316886e+002°)	(-3.99902107414185e+001dB,1.73965943466276e+002°)
1.09647819614318e-001	(-3.95883963847762e+001dB,1.73823478736053e+002°)	(-3.95883963847680e+001dB,1.73823557682483e+002°)
1.12201845430196e-001	(-3.91864977817312e+001dB,1.73677642882835e+002°)	(-3.91864977817226e+001dB,1.73677723668164e+002°)
1.14815362149688e-001	(-3.87845110858041e+001dB,1.73528268973709e+002°)	(-3.87845110857951e+001dB,1.73528351640769e+002°)
1.17489755493953e-001	(-3.83824322815121e+001dB,1.73375264451240e+002°)	(-3.83824322815026e+001dB,1.73375349043864e+002°)
1.20226443461741e-001	(-3.79802571776457e+001dB,1.73218533869977e+002°)	(-3.79802571776358e+001dB,1.73218620433016e+002°)
1.23026877081238e-001	(-3.75779814003481e+001dB,1.73057978776069e+002°)	(-3.75779814003377e+001dB,1.73058067355420e+002°)
1.25892541179416e-001	(-3.71756003860063e+001dB,1.72893497580196e+002°)	(-3.71756003859955e+001dB,1.72893588222825e+002°)
1.28824955169313e-001	(-3.67731093739625e+001dB,1.72724985423366e+002°)	(-3.67731093739511e+001dB,1.72725078177333e+002°)
1.31825673855640e-001	(-3.63705033990521e+001dB,1.72552334035108e+002°)	(-3.63705033990402e+001dB,1.72552428949593e+002°)
1.34896288259165e-001	(-3.59677772839795e+001dB,1.72375431583551e+002°)	(-3.59677772839670e+001dB,1.72375528708879e+002°)
1.38038426460288e-001	(-3.55649256315421e+001dB,1.72194162516837e+002°)	(-3.55649256315290e+001dB,1.72194261904504e+002°)
1.41253754462275e-001	(-3.51619428167201e+001dB,1.72008407395297e+002°)	(-3.51619428167064e+001dB,1.72008509098000e+002°)
1.44543977074592e-001	(-3.47588229786491e+001dB,1.71818042713746e+002°)	(-3.47588229786348e+001dB,1.71818146785410e+002°)
1.47910838816820e-001	(-3.43555600124976e+001dB,1.71622940713241e+002°)	(-3.43555600124826e+001dB,1.71623047209045e+002°)
1.51356124843620e-001	(-3.39521475612759e+001dB,1.71422969181565e+002°)	(-3.39521475612602e+001dB,1.71423078157975e+002°)
1.54881661891248e-001	(-3.35485790076075e+001dB,1.71217991241675e+002°)	(-3.35485790075911e+001dB,1.71218102756472e+002°)
1.58489319246111e-001	(-3.31448474654988e+001dB,1.71007865127283e+002°)	(-3.31448474654816e+001dB,1.71007979239593e+002°)
1.62181009735892e-001	(-3.27409457721487e+001dB,1.70792443944668e+002°)	(-3.27409457721306e+001dB,1.70792560714995e+002°)
1.65958690743755e-001	(-3.23368664798491e+001dB,1.70571575419784e+002°)	(-3.23368664798302e+001dB,1.70571694910041e+002°)
1.69824365246174e-001	(-3.19326018480305e+001dB,1.70345101629628e+002°)	(-3.19326018480107e+001dB,1.70345223903171e+002°)
1.73780082874937e-001	(-3.15281438355198e+001dB,1.70112858716767e+002°)	(-3.15281438354991e+001dB,1.70112983838427e+002°)
1.77827941003892e-001	(-3.11234840930857e+001dB,1.69874676585862e+002°)	(-3.11234840930640e+001dB,1.69874804621979e+002°)
1.81970085860998e-001	(-3.07186139563567e+001dB,1.69630378580912e+002°)	(-3.07186139563340e+001dB,1.69630509599374e+002°)
1.86208713666286e-001	(-3.03135244392130e+001dB,1.69379781141881e+002°)	(-3.03135244391892e+001dB,1.69379915212155e+002°)
1.90546071796324e-001	(-2.99082062277630e+001dB,1.69122693439245e+002°)	(-2.99082062277381e+001dB,1.69122830632417e+002°)
1.94984459975804e-001	(-2.95026496750372e+001dB,1.68858916984916e+002°)	(-2.95026496750111e+001dB,1.68859057373727e+002°)
1.99526231496887e-001	(-2.90968447965433e+001dB,1.68588245217887e+002°)	(-2.90968447965160e+001dB,1.68588388876774e+002°)
2.04173794466952e-001	(-2.86907812668543e+001dB,1.68310463062811e+002°)	(-2.86907812668257e+001dB,1.68310610067943e+002°)
2.08929613085403e-001	(-2.82844484174193e+001dB,1.68025346459615e+002°)	(-2.82844484173893e+001dB,1.68025496888937e+002°)
2.13796208950222e-001	(-2.78778352358139e+001dB,1.67732661862132e+002°)	(-2.78778352357826e+001dB,1.67732815795403e+002°)
2.18776162394954e-001	(-2.74709303666799e+001dB,1.67432165703563e+002°)	(-2.74709303666471e+001dB,1.67432323222400e+002°)
2.23872113856833e-001	(-2.70637221146329e+001dB,1.67123603826472e+002°)	(-2.70637221145986e+001dB,1.67123765014394e+002°)
2.29086765276776e-001	(-2.66561984494578e+001dB,1.66806710874846e+002°)	(-2.66561984494218e+001dB,1.66806875817317e+002°)
2.34422881531991e-001	(-2.62483470139526e+001dB,1.66481209645594e+002°)	(-2.62483470139149e+001dB,1.66481378430068e+002°)
2.39883291901948e-001	(-2.58401551348313e+001dB,1.66146810396706e+002°)	(-2.58401551347919e+001dB,1.66146983112676e+002°)
2.45470891568502e-001	(-2.54316098371480e+001dB,1.65803210109122e+002°)	(-2.54316098371067e+001dB,1.65803386848164e+002°)
2.51188643150957e-001	(-2.50226978627701e+001dB,1.65450091699179e+002°)	(-2.50226978627269e+001dB,1.65450272555002e+002°)
2.57039578276885e-001	(-2.46134056934940e+001dB,1.65087123178343e+002°)	(-2.46134056934487e+001dB,1.65087308246839e+002°)
2.63026799189537e-001	(-2.42037195794774e+001dB,1.64713956756762e+002°)	(-2.42037195794300e+001dB,1.64714146136058e+002°)
2.69153480392690e-001	(-2.37936255737501e+001dB,1.64330227886999e+002°)	(-2.37936255737004e+001dB,1.64330421677505e+002°)
2.75422870333815e-001	(-2.33831095736661e+001dB,1.63935554244143e+002°)	(-2.33831095736140e+001dB,1.63935752548610e+002°)
2.81838293126444e-001	(-2.29721573702711e+001dB,1.63529534638368e+002°)	(-2.29721573702166e+001dB,1.63529737561939e+002°)
2.88403150312659e-001	(-2.25607547066876e+001dB,1.63111747855857e+002°)	(-2.25607547066305e+001dB,1.63111955506125e+002°)
2.95120922666637e-001	(-2.21488873467635e+001dB,1.62681751423922e+002°)	(-2.21488873467037e+001dB,1.62681963910986e+002°)
3.01995172040200e-001	(-2.17365411553911e+001dB,1.62239080296097e+002°)	(-2.17365411553286e+001dB,1.62239297732621e+002°)
3.09029543251358e-001	(-2.13237021920859e+001dB,1.61783245452945e+002°)	(-2.13237021920204e+001dB,1.61783467954216e+002°)
3.16227766016837e-001	(-2.09103568196178e+001dB,1.61313732414394e+002°)	(-2.09103568195492e+001dB,1.61313960098385e+002°)
3.23593656929627e-001	(-2.04964918297193e+001dB,1.60829999659558e+002°)	(-2.04964918296475e+001dB,1.60830232646991e+002°)
3.31131121482590e-001	(-2.00820945881520e+001dB,1.60331476950219e+002°)	(-2.00820945880768e+001dB,1.60331715364627e+002°)
3.38844156139201e-001	(-1.96671532016993e+001dB,1.59817563554558e+002°)	(-1.96671532016205e+001dB,1.59817807522351e+002°)
3.46736850452530e-001	(-1.92516567099823e+001dB,1.59287626368256e+002°)	(-1.92516567098998e+001dB,1.59287876018788e+002°)
3.54813389233574e-001	(-1.88355953053476e+001dB,1.58740997930863e+002°)	(-1.88355953052613e+001dB,1.58741253396503e+002°)
3.63078054770100e-001	(-1.84189605844837e+001dB,1.58176974336354e+002°)	(-1.84189605843933e+001dB,1.58177235752553e+002°)
3.71535229097171e-001	(-1.80017458358610e+001dB,1.57594813038143e+002°)	(-1.80017458357663e+001dB,1.57595080543508e+002°)
3.80189396320559e-001	(-1.75839463675846e+001dB,1.56993730550592e+002°)	(-1.75839463674855e+001dB,1.56994004286957e+002°)
3.89045144994279e-001	(-1.71655598807836e+001dB,1.56372900051266e+002°)	(-1.71655598806798e+001dB,1.56373180163770e+002°)
3.98107170553495e-001	(-1.67465868942511e+001dB,1.55731448891031e+002°)	(-1.67465868941424e+001dB,1.55731735528193e+002°)
4.07380277804111e-001	(-1.63270312266841e+001dB,1.55068456022633e+002°)	(-1.63270312265703e+001dB,1.55068749336433e+002°)
4.16869383470333e-001	(-1.59069005435586e+001dB,1.54382949362786e+002°)	(-1.59069005434394e+001dB,1.54383249508742e+002°)
4.26579518801591e-001	(-1.54862069763984e+001dB,1.53673903108254e+002°)	(-1.54862069762736e+001dB,1.53674210245508e+002°)
4.36515832240164e-001	(-1.50649678229599e+001dB,1.52940235033077e+002°)	(-1.50649678228292e+001dB,1.52940549324476e+002°)
4.46683592150961e-001	(-1.46432063376318e+001dB,1.52180803802212e+002°)	(-1.46432063374949e+001dB,1.52181125414398e+002°)
4.57088189614873e-001	(-1.42209526221262e+001dB,1.51394406346762e+002°)	(-1.42209526219830e+001dB,1.51394735450258e+002°)
4.67735141287196e-001	(-1.37982446272879e+001dB,1.50579775357807e+002°)	(-1.37982446271379e+001dB,1.50580112127109e+002°)
4.78630092322636e-001	(-1.33751292775189e+001dB,1.49735576970132e+002°)	(-1.33751292773618e+001dB,1.49735921583799e+002°)
4.89778819368444e-001	(-1.29516637298637e+001dB,1.48860408724074e+002°)	(-1.29516637296992e+001dB,1.48860761364824e+002°)
5.01187233627270e-001	(-1.25279167801439e+001dB,1.47952797913744e+002°)	(-1.25279167799716e+001dB,1.47953158768552e+002°)
5.12861383991362e-001	(-1.21039704285660e+001dB,1.47011200453382e+002°)	(-1.21039704283856e+001dB,1.47011569713578e+002°)
5.24807460249770e-001	(-1.16799216168460e+001dB,1.46034000420867e+002°)	(-1.16799216166572e+001dB,1.46034378282239e+002°)
5.37031796370250e-001	(-1.12558841479099e+001dB,1.45019510468839e+002°)	(-1.12558841477122e+001dB,1.45019897131733e+002°)
5.49540873857622e-001	(-1.08319907974668e+001dB,1.43965973329507e+002°)	(-1.08319907972597e+001dB,1.43966368998936e+002°)
5.62341325190346e-001	(-1.04083956239469e+001dB,1.42871564679189e+002°)	(-1.04083956237300e+001dB,1.42871969564943e+002°)
5.75439937337154e-001	(-9.98527647916045e+000dB,1.41734397672440e+002°)	(-9.98527647893335e+000dB,1.41734811989194e+002°)
5.88843655355586e-001	(-9.56283771621295e+000dB,1.40552529502714e+002°)	(-9.56283771597515e+000dB,1.40552953470146e+002°)
6.02559586074355e-001	(-9.14131308330979e+000dB,1.39323970395377e+002°)	(-9.14131308306078e+000dB,1.39324404238279e+002°)
6.16595001861479e-001	(-8.72096878165475e+000dB,1.38046695487435e+002°)	(-8.72096878139401e+000dB,1.38047139435836e+002°)
6.30957344480190e-001	(-8.30210665222884e+000dB,1.36718660093359e+002°)	(-8.30210665195582e+000dB,1.36719114382647e+002°)
6.45654229034652e-001	(-7.88506743937184e+000dB,1.35337818893143e+002°)	(-7.88506743908595e+000dB,1.35338283764188e+002°)
6.60693448007592e-001	(-7.47023405840482e+000dB,1.33902149601160e+002°)	(-7.47023405810545e+000dB,1.33902625300442e+002°)
6.76082975391978e-001	(-7.05803476977509e+000dB,1.32409681674169e+002°)	(-7.05803476946161e+000dB,1.32410168453911e+002°)
6.91830970918933e-001	(-6.64894613341034e+000dB,1.30858530583955e+002°)	(-6.64894613308209e+000dB,1.30859028702254e+002°)
7.07945784384134e-001	(-6.24349558456628e+000dB,1.29246938102168e+002°)	(-6.24349558422256e+000dB,1.29247447823133e+002°)
7.24435960074986e-001	(-5.84226343745148e+000dB,1.27573318908245e+002°)	(-5.84226343709156e+000dB,1.27573840502136e+002°)
7.41310241300913e-001	(-5.44588408714252e+000dB,1.25836313621114e+002°)	(-5.44588408676564e+000dB,1.25836847364487e+002°)
7.58577575029179e-001	(-5.05504614655656e+000dB,1.24034848057709e+002°)	(-5.05504614616191e+000dB,1.24035394233563e+002°)
7.76247116628687e-001	(-4.67049122751036e+000dB,1.22168198125385e+002°)	(-4.67049122709711e+000dB,1.22168757023309e+002°)
7.94328234724277e-001	(-4.29301105837458e+000dB,1.20236059256411e+002°)	(-4.29301105794187e+000dB,1.20236631172740e+002°)
8.12830516164095e-001	(-3.92344263183750e+000dB,1.18238618696945e+002°)	(-3.92344263138439e+000dB,1.18239203934917e+002°)
8.31763771102666e-001	(-3.56266110189882e+000dB,1.16176628291089e+002°)	(-3.56266110142435e+000dB,1.16177227161004e+002°)
8.51138038202372e-001	(-3.21157020642586e+000dB,1.14051474693342e+002°)	(-3.21157020592904e+000dB,1.14052087512729e+002°)
8.70963589956076e-001	(-2.87109008625312e+000dB,1.11865243263046e+002°)	(-2.87109008573288e+000dB,1.11865870356831e+002°)
8.91250938133740e-001	(-2.54214250695130e+000dB,1.09620771327535e+002°)	(-2.54214250640655e+000dB,1.09621413028210e+002°)
9.12010839355904e-001	(-2.22563366354465e+000dB,1.07321686150238e+002°)	(-2.22563366297421e+000dB,1.07322342798042e+002°)
9.33254300796986e-001	(-1.92243495388717e+000dB,1.04972422916259e+002°)	(-1.92243495328986e+000dB,1.04973094859355e+002°)
9.54992586021430e-001	(-1.63336232806030e+000dB,1.02578218451524e+002°)	(-1.63336232743484e+000dB,1.02578906046186e+002°)
9.77237220955805e-001	(-1.35915503669074e+000dB,1.00145077290620e+002°)	(-1.35915503603580e+000dB,1.00145780901419e+002°)
9.99999999999994e-001	(-1.10045478258047e+000dB,9.76797081150647e+001°)	(-1.10045478189467e+000dB,9.76804281150647e+001°)
1.02329299228075e+000	(-8.57786397616904e-001dB,9.51894304349028e+001°)	(-8.57786396898773e-001dB,9.51901672058572e+001°)
1.04712854805089e+000	(-6.31541193829055e-001dB,9.26820535353189e+001°)	(-6.31541193077080e-001dB,9.26828074678735e+001°)
1.07151930523760e+000	(-4.21964055977169e-001dB,9.01657319348982e+001°)	(-4.21964055189753e-001dB,9.01665034287980e+001°)
1.09647819614318e+000	(-2.29145149592323e-001dB,8.76488036344396e+001°)	(-2.29145148767797e-001dB,8.76495930987408e+001°)
1.12201845430196e+000	(-5.30168263585335e-002dB,8.51396190030339e+001°)	(-5.30168254951506e-002dB,8.51404268563209e+001°)
1.14815362149688e+000	(1.06644052000780e-001dB,8.26463690274579e+001°)	(1.06644052904853e-001dB,8.26471956980653e+001°)
1.17489755493952e+000	(2.50208537614268e-001dB,8.01769217113907e+001°)	(2.50208538560950e-001dB,8.01777676376302e+001°)
